IDESTADIA,FECHALLEGADA,FECHASALIDA,NUMEROPERSONAS,IDPLAN,IDHABITACION,CHECKIN,PAGADO,IDCLIENTE,IDCONVENCION
91401,06/08/2017,11/08/2017,2,221,286,1,1,1000000000,
91402,14/02/2017,26/02/2017,1,264,45,1,1,1000000001,
91403,20/04/2017,01/05/2017,1,209,195,1,1,1000000002,
91404,22/10/2017,23/10/2017,4,241,220,1,1,1000000003,
91405,14/12/2017,27/12/2017,2,273,160,1,1,1000000004,
91406,26/05/2017,30/05/2017,4,241,164,1,1,1000000005,
91407,15/12/2017,18/12/2017,2,297,110,1,1,1000000006,
91408,08/05/2017,14/05/2017,4,252,224,1,1,1000000007,
91409,10/02/2017,14/02/2017,4,230,268,1,1,1000000008,
91410,16/08/2017,21/08/2017,1,280,230,1,1,1000000009,
91411,22/03/2017,29/03/2017,4,286,274,1,1,1000000010,
91412,18/01/2017,25/01/2017,4,260,269,1,1,1000000011,
91413,26/04/2017,11/05/2017,4,209,65,1,1,1000000012,
91414,18/07/2017,21/07/2017,1,202,177,1,1,1000000013,
91415,26/04/2017,09/05/2017,2,282,43,1,1,1000000014,
91416,14/12/2017,21/12/2017,4,278,121,1,1,1000000015,
91417,03/03/2017,04/03/2017,3,259,264,1,1,1000000016,
91418,17/02/2017,27/02/2017,2,210,231,1,1,1000000017,
91419,09/08/2017,19/08/2017,2,221,75,1,1,1000000018,
91420,27/11/2017,01/12/2017,4,201,46,1,1,1000000019,
91421,10/04/2017,22/04/2017,1,214,215,1,1,1000000020,
91422,01/02/2017,05/02/2017,3,246,131,1,1,1000000021,
91423,06/07/2017,17/07/2017,1,243,157,1,1,1000000022,
91424,30/06/2017,08/07/2017,4,257,287,1,1,1000000023,
91425,05/10/2017,07/10/2017,4,273,279,1,1,1000000024,
91426,06/08/2017,18/08/2017,4,287,39,1,1,1000000025,
91427,30/11/2017,03/12/2017,2,266,40,1,1,1000000026,
91428,18/05/2017,22/05/2017,2,270,23,1,1,1000000027,
91429,12/07/2017,22/07/2017,3,261,72,1,1,1000000028,
91430,06/09/2017,10/09/2017,3,262,87,1,1,1000000029,
91431,28/03/2017,04/04/2017,4,272,190,1,1,1000000030,
91432,28/12/2017,31/12/2017,2,281,137,1,1,1000000031,
91433,17/10/2017,31/10/2017,2,246,127,1,1,1000000032,
91434,30/06/2017,11/07/2017,3,238,76,1,1,1000000033,
91435,21/01/2017,23/01/2017,1,231,20,1,1,1000000034,
91436,10/04/2017,23/04/2017,3,264,296,1,1,1000000035,
91437,01/06/2017,13/06/2017,3,203,157,1,1,1000000036,
91438,25/06/2017,08/07/2017,4,226,282,1,1,1000000037,
91439,12/03/2017,13/03/2017,4,287,108,1,1,1000000038,
91440,21/02/2017,26/02/2017,1,224,107,1,1,1000000039,
91441,01/04/2017,13/04/2017,2,259,112,1,1,1000000040,
91442,05/04/2017,15/04/2017,3,215,250,1,1,1000000041,
91443,25/08/2017,02/09/2017,1,229,52,1,1,1000000042,
91444,01/08/2017,05/08/2017,4,277,231,1,1,1000000043,
91445,14/08/2017,27/08/2017,4,297,267,1,1,1000000044,
91446,08/07/2017,18/07/2017,3,267,248,1,1,1000000045,
91447,21/09/2017,28/09/2017,1,268,262,1,1,1000000046,
91448,11/05/2017,21/05/2017,1,282,120,1,1,1000000047,
91449,11/11/2017,25/11/2017,3,206,226,1,1,1000000048,
91450,14/12/2017,28/12/2017,2,248,216,1,1,1000000049,
91451,23/06/2017,24/06/2017,2,280,16,1,1,1000000050,
91452,21/12/2017,24/12/2017,1,279,63,1,1,1000000051,
91453,14/10/2017,20/10/2017,2,290,147,1,1,1000000052,
91454,29/08/2017,01/09/2017,3,263,45,1,1,1000000053,
91455,16/09/2017,01/10/2017,1,279,116,1,1,1000000054,
91456,13/06/2017,16/06/2017,1,229,32,1,1,1000000055,
91457,29/08/2017,13/09/2017,4,290,209,1,1,1000000056,
91458,21/11/2017,06/12/2017,1,239,264,1,1,1000000057,
91459,16/06/2017,22/06/2017,3,220,265,1,1,1000000058,
91460,20/06/2017,02/07/2017,1,261,111,1,1,1000000059,
91461,24/01/2017,26/01/2017,4,270,231,1,1,1000000060,
91462,02/10/2017,12/10/2017,4,250,31,1,1,1000000061,
91463,21/07/2017,04/08/2017,3,288,141,1,1,1000000062,
91464,30/12/2017,10/01/2018,4,208,136,1,1,1000000063,
91465,28/01/2017,31/01/2017,3,219,98,1,1,1000000064,
91466,25/12/2017,08/01/2018,3,250,209,1,1,1000000065,
91467,26/03/2017,30/03/2017,2,214,143,1,1,1000000066,
91468,15/09/2017,21/09/2017,4,271,173,1,1,1000000067,
91469,18/01/2017,23/01/2017,1,255,237,1,1,1000000068,
91470,13/08/2017,24/08/2017,2,289,292,1,1,1000000069,
91471,17/12/2017,23/12/2017,4,208,52,1,1,1000000070,
91472,04/06/2017,08/06/2017,3,295,80,1,1,1000000071,
91473,22/04/2017,04/05/2017,3,250,50,1,1,1000000072,
91474,28/11/2017,10/12/2017,2,284,161,1,1,1000000073,
91475,13/03/2017,16/03/2017,2,280,67,1,1,1000000074,
91476,09/03/2017,22/03/2017,3,252,255,1,1,1000000075,
91477,19/08/2017,25/08/2017,3,235,90,1,1,1000000076,
91478,14/05/2017,19/05/2017,3,286,124,1,1,1000000077,
91479,12/03/2017,26/03/2017,3,247,44,1,1,1000000078,
91480,29/05/2017,30/05/2017,2,228,289,1,1,1000000079,
91481,05/11/2017,20/11/2017,4,258,5,1,1,1000000080,
91482,26/12/2017,06/01/2018,4,275,258,1,1,1000000081,
91483,07/10/2017,19/10/2017,2,292,266,1,1,1000000082,
91484,15/08/2017,24/08/2017,2,208,163,1,1,1000000083,
91485,05/03/2017,17/03/2017,2,225,177,1,1,1000000084,
91486,13/03/2017,23/03/2017,4,288,18,1,1,1000000085,
91487,25/02/2017,26/02/2017,4,228,122,1,1,1000000086,
91488,20/03/2017,28/03/2017,2,295,166,1,1,1000000087,
91489,06/05/2017,13/05/2017,3,281,78,1,1,1000000088,
91490,20/06/2017,29/06/2017,1,298,28,1,1,1000000089,
91491,11/08/2017,15/08/2017,1,266,278,1,1,1000000090,
91492,04/05/2017,12/05/2017,4,233,258,1,1,1000000091,
91493,27/03/2017,09/04/2017,3,279,26,1,1,1000000092,
91494,06/11/2017,16/11/2017,3,276,253,1,1,1000000093,
91495,30/11/2017,15/12/2017,1,223,231,1,1,1000000094,
91496,20/05/2017,24/05/2017,1,272,123,1,1,1000000095,
91497,17/09/2017,30/09/2017,2,232,187,1,1,1000000096,
91498,10/06/2017,17/06/2017,2,279,107,1,1,1000000097,
91499,25/08/2017,06/09/2017,1,285,195,1,1,1000000098,
91500,18/11/2017,19/11/2017,3,254,130,1,1,1000000099,
